,API/UWI,Production Date,Liquid (bbl),Gas (mcf),Water (bbl),Well Count_x,Operator Alias,Well/Lease Name,Well Number,Entity Type,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count_y,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Perforated Interval Length,Field,State,District,Basin,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,EUR Primary Product,EUR Calc Date,BE Oil EUR,BE Oil Delta EUR,BE Oil Delta EUR Percent,BE Gas EUR,BE Gas Delta EUR,BE Gas Delta EUR Percent,BE B-Factor,BE Initial Rate,BE Final Rate,BE End Date,BE Initial Decline,BE Oil RRR,BE Gas RRR,Full Oil EUR,Full Gas EUR,Full B-Factor,Full Final Rate,Full End Date,Full Initial Decline,Full Oil RRR,Full Gas RRR,Surface Latitude (WGS84),Surface Longitude (WGS84),Reported Operator,Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID,BOE per day,Time Delta
531,42461401950000,2017-09-01,8914,20843,7082.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-13B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,363868.0,238069.0,298714.0,236726.0,1792.0,2.0,679,374,41,817.0,51.0,89923.0,94907.0,105741.0,111095.0,174910.0,206953.0,209402.0,1256.0,186546.0,,,,,,,,,,,364.0,393.0,2578839.0,430.0,3984,22991.0,3165.0,107900.0,115272.0,133304.0,,,,1080.0,1909.794,1530.0,523.617,926.2,173.3,23448.0,15,21219.0,3,24944.0,,150.0,,9342.0,19245.0,,40.0,2016-06-19,1,1,19,,,19342,2016-02-14,19411.0,0.0,9903.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,14.0,0,0,607,B,"CCSD&RGNG RR CO / THORNTON, J W",(N/A),P-440,OIL,2018-02-01,361906.0,-7458.0,-2.02,551728.0,17580.0,3.29,0.0,696.0,1.0,2025-03-16,0.528238,127821.0,0.0,361906.0,551728.0,0.0,0.98,2025-03-16,0.528238,127821.0,0.0,31.4004994,-101.8674156,"PIONEER NATURAL RES. USA, INC.",130169.0,248596.0,103422.0,129645720,411.485931075,396 days 00:00:00.000000000
532,42461401950000,2017-10-01,8900,23073,7071.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-13B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,363868.0,238069.0,298714.0,236726.0,1792.0,2.0,679,374,41,817.0,51.0,89923.0,94907.0,105741.0,111095.0,174910.0,206953.0,209402.0,1256.0,186546.0,,,,,,,,,,,364.0,393.0,2578839.0,430.0,3984,22991.0,3165.0,107900.0,115272.0,133304.0,,,,1080.0,1909.794,1530.0,523.617,926.2,173.3,23448.0,15,21219.0,3,24944.0,,150.0,,9342.0,19245.0,,40.0,2016-06-19,1,1,19,,,19342,2016-02-14,19411.0,0.0,9903.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,14.0,0,0,607,B,"CCSD&RGNG RR CO / THORNTON, J W",(N/A),P-440,OIL,2018-02-01,361906.0,-7458.0,-2.02,551728.0,17580.0,3.29,0.0,696.0,1.0,2025-03-16,0.528238,127821.0,0.0,361906.0,551728.0,0.0,0.98,2025-03-16,0.528238,127821.0,0.0,31.4004994,-101.8674156,"PIONEER NATURAL RES. USA, INC.",130169.0,248596.0,103422.0,129645720,423.366523701,426 days 00:00:00.000000000
533,42461401950000,2017-11-01,8160,22624,6483.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-13B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,363868.0,238069.0,298714.0,236726.0,1792.0,2.0,679,374,41,817.0,51.0,89923.0,94907.0,105741.0,111095.0,174910.0,206953.0,209402.0,1256.0,186546.0,,,,,,,,,,,364.0,393.0,2578839.0,430.0,3984,22991.0,3165.0,107900.0,115272.0,133304.0,,,,1080.0,1909.794,1530.0,523.617,926.2,173.3,23448.0,15,21219.0,3,24944.0,,150.0,,9342.0,19245.0,,40.0,2016-06-19,1,1,19,,,19342,2016-02-14,19411.0,0.0,9903.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,14.0,0,0,607,B,"CCSD&RGNG RR CO / THORNTON, J W",(N/A),P-440,OIL,2018-02-01,361906.0,-7458.0,-2.02,551728.0,17580.0,3.29,0.0,696.0,1.0,2025-03-16,0.528238,127821.0,0.0,361906.0,551728.0,0.0,0.98,2025-03-16,0.528238,127821.0,0.0,31.4004994,-101.8674156,"PIONEER NATURAL RES. USA, INC.",130169.0,248596.0,103422.0,129645720,396.300252803,457 days 00:00:00.000000000
534,42461401950000,2017-12-01,3984,22991,3165.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-13B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,363868.0,238069.0,298714.0,236726.0,1792.0,2.0,679,374,41,817.0,51.0,89923.0,94907.0,105741.0,111095.0,174910.0,206953.0,209402.0,1256.0,186546.0,,,,,,,,,,,364.0,393.0,2578839.0,430.0,3984,22991.0,3165.0,107900.0,115272.0,133304.0,,,,1080.0,1909.794,1530.0,523.617,926.2,173.3,23448.0,15,21219.0,3,24944.0,,150.0,,9342.0,19245.0,,40.0,2016-06-19,1,1,19,,,19342,2016-02-14,19411.0,0.0,9903.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,14.0,0,0,607,B,"CCSD&RGNG RR CO / THORNTON, J W",(N/A),P-440,OIL,2018-02-01,361906.0,-7458.0,-2.02,551728.0,17580.0,3.29,0.0,696.0,1.0,2025-03-16,0.528238,127821.0,0.0,361906.0,551728.0,0.0,0.98,2025-03-16,0.528238,127821.0,0.0,31.4004994,-101.8674156,"PIONEER NATURAL RES. USA, INC.",130169.0,248596.0,103422.0,129645720,259.618076039,487 days 00:00:00.000000000
535,42461401660000,2016-06-01,0,395,0.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,2.18700280291,-122 days +00:00:00.000000000
536,42461401660000,2016-07-01,24067,21774,39619.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,920.069310825,-92 days +00:00:00.000000000
537,42461401660000,2016-08-01,23320,25885,38389.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,918.015189205,-61 days +00:00:00.000000000
538,42461401660000,2016-09-01,22238,22449,36608.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,863.046673187,-30 days +00:00:00.000000000
539,42461401660000,2016-10-01,33354,37186,54907.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,1313.91806369,0 days 00:00:00.000000000
540,42461401660000,2016-11-01,25205,25889,41493.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,980.657593539,31 days 00:00:00.000000000
541,42461401660000,2016-12-01,20267,21959,33364.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,794.856479464,61 days 00:00:00.000000000
542,42461401660000,2017-01-01,16367,19813,13204.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,653.415533633,92 days 00:00:00.000000000
543,42461401660000,2017-02-01,12461,20704,10053.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,528.590272389,123 days 00:00:00.000000000
544,42461401660000,2017-03-01,11109,17675,8962.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,466.905719915,151 days 00:00:00.000000000
545,42461401660000,2017-04-01,12997,20388,10485.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,544.646748663,182 days 00:00:00.000000000
546,42461401660000,2017-05-01,12166,20311,9815.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,516.614355774,212 days 00:00:00.000000000
547,42461401660000,2017-06-01,12267,22662,9896.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,532.986424858,243 days 00:00:00.000000000
548,42461401660000,2017-07-01,9965,17877,8039.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,430.020118211,273 days 00:00:00.000000000
549,42461401660000,2017-08-01,11987,24375,9671.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,533.169136485,304 days 00:00:00.000000000
550,42461401660000,2017-09-01,9901,23195,7988.0,1,PIONEER NATURAL RESOURCES COMPANY,BROOK B-17B,2H,COM,UPTON (TX),TREND AREA) R 40 EX,OIL,ACTIVE,H,2016-06-01,2017-12-01,404936.0,282878.0,350367.0,352829.0,2102.0,2.0,685,391,0,395.0,0.0,128184.0,133578.0,150447.0,211016.0,213551.0,254428.0,255956.0,1536.0,296899.0,,,,,,,,,,,776.0,702.0,5360516.0,893.0,7504,17859.0,6054.0,148451.0,155537.0,244380.0,,,,900.0,1855.275,1430.0,539.004,1105.3,420.2,37186.0,5,33354.0,4,39552.0,5.0,237.0,5.0,9522.0,19424.0,,40.0,2016-06-23,1,1,19,,,19350,2016-01-04,19535.0,0.0,9902.0,SPRABERRY,TX,07C,PERMIAN BASIN,USA,18.0,0,0,609,B,"CCSD&RGNG RR CO/THORNTON, H B",(N/A),P-440,OIL,2018-02-01,1268002.0,-40625.0,-3.1,2096638.0,92261.0,4.6,1.77,1096.0,12.0,2065-09-12,0.720807,992628.0,0.0,1268002.0,2096638.0,1.77,11.59,2065-09-12,0.720807,992628.0,0.0,31.4503407,-101.9045543,"PIONEER NATURAL RES. USA, INC.",134427.0,249399.0,108449.0,129645719,457.338274742,335 days 00:00:00.000000000
