API/UWI,Operator Alias,Well/Lease Name,Well Number,Entity Type,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Perforated Interval Length,Field,State,District,Basin,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,EUR Primary Product,EUR Calc Date,BE Oil EUR,BE Oil Delta EUR,BE Oil Delta EUR Percent,BE Gas EUR,BE Gas Delta EUR,BE Gas Delta EUR Percent,BE B-Factor,BE Initial Rate,BE Final Rate,BE End Date,BE Initial Decline,BE Oil RRR,BE Gas RRR,Full Oil EUR,Full Gas EUR,Full B-Factor,Full Final Rate,Full End Date,Full Initial Decline,Full Oil RRR,Full Gas RRR,Surface Latitude (WGS84),Surface Longitude (WGS84),Reported Operator,Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID
42461390590000,CONCHO RESOURCES INC.,WANDA,531H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-03-01,2017-12-01,468191.0000,252586.0000,330618.0000,527599.0000,1984.0000,2.0000,229,105,10230,8360.0000,23512,80142.0000,95878.0000,96122.0000,186079.0000,121289,193351,153514.0000,921.0000,279674,179523.0000,314406.0000,231924.0000,1392.0000,401682.0000,,,,,,662.0000,654.0000,4624367.0000,771.0000,3264,6084.0000,6787,42985,89302,57208,,,,990.00,2142.4740,1850.00,466.7500,1012.2000,536.5000,27089.0000,7,19853.0000,2,23122.0000,,139.0000,,9346.00000,17017.00000,,44.800000,2014-03-12,1,1,46,,,16907,2013-12-24,17125.00000,0.00000,7671.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,43,0,0,32,C,CCSD&RGNG RR CO,(N/A),P-440,OIL,2018-02-01,716728,-6376,-0.88,1498103,-24666,-1.62,1.66,653,7,2063-06-12,0.712919,466880,0,716728,1498103,1.66,6.79,2063-06-12,0.712919,466880,0,31.4245182,-102.0176424,COG OPERATING LLC,38056.0000,81534.0000,79365.0000,128777111
42461393310000,CALLON PETROLEUM COMPANY,NEAL,612H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-08-01,2017-12-01,243732.0000,197608.0000,238230.0000,214201.0000,1429.0000,1.0000,146,74,8388,2976.0000,9994,84706.0000,85283.0000,98920.0000,98278.0000,120867,115897,140183.0000,841.0000,142986,157943.0000,164647.0000,185384.0000,1112.0000,178519.0000,,,,,,734.0000,896.0000,5296833.0000,883.0000,2271,5659.0000,2195,33114,54236,25132,,,,1220.00,2010.4620,1230.00,497.3980,818.8000,401.3000,28342.0000,3,22005.0000,2,26484.0000,,159.0000,,9228.00000,16153.00000,,45.600000,2014-08-21,1,1,41,,,17203,2014-11-17,16233.00000,0.00000,6925.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,6,0,0,877,A,"EL&RR RR CO/ RANKIN, W T",(N/A),P-440,OIL,2018-02-01,336263,5332,1.61,488779,22763,4.88,0.86,787,1,2063-11-11,0.802112,133498,0,336263,488779,0.86,1.41,2063-11-11,0.802112,133498,0,31.2985525,-101.9225637,CALLON PETROLEUM OPERATING CO,26667.0000,53613.0000,25649.0000,128777112
42461393320000,CALLON PETROLEUM COMPANY,NEAL,658LH,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-11-01,2017-12-01,441417.0000,70437.0000,144006.0000,63497.0000,864.0000,1.0000,315,24,16659,36552.0000,17886,38443.0000,123469.0000,59021.0000,40538.0000,47583,185805,78551.0000,471.0000,49302,59968.0000,308857.0000,111444.0000,669.0000,57009.0000,,,,,,207.0000,1256.0000,2495968.0000,416.0000,737,12050.0000,458,11658,121097,6324,,,,6080.00,13066.2810,6270.00,76.5330,164.5000,61.2000,38945.0000,2,16659.0000,1,22751.0000,,137.0000,,9712.00000,16809.00000,,45.500000,2014-10-30,1,1,38,,,17203,2014-06-15,16901.00000,0.00000,7097.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,6,0,0,877,A,"EL&RR RR CO/ RANKIN, W T",(N/A),P-440,OIL,2018-02-01,83541,-7911,-8.65,97582,-77982,-44.42,1.21,133,1,2051-01-20,0.812893,37006,0,83541,97582,1.21,1.00,2051-01-20,0.812893,37006,0,31.2985511,-101.9224676,CALLON PETROLEUM OPERATING CO,8826.0000,115323.0000,5612.0000,128777118
42461389690000,DIAMONDBACK E&P LLC,NEAL E UNIT 8,5H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-03-01,2017-12-01,290087.0000,140746.0000,189094.0000,238614.0000,1135.0000,1.0000,190,75,8340,13432.0000,24110,41222.0000,100651.0000,57997.0000,119168.0000,65255,153757,90881.0000,545.0000,173125,99342.0000,200300.0000,132725.0000,796.0000,190602.0000,,,,,,342.0000,613.0000,2667567.0000,445.0000,2024,5876.0000,2562,18721,21941,17618,,,,1790.00,2657.2240,2060.00,376.3330,558.9000,344.5000,25212.0000,4,10274.0000,2,13338.0000,,80.0000,,9296.00000,17391.00000,,45.000000,2014-03-13,1,1,46,,,18509,2013-10-11,17535.00000,0.00000,8095.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,9,0,0,548,A,EL&RR RR CO,(N/A),P-440,OIL,2018-02-01,1035259,-467154,-31.09,2545025,-1085662,-29.90,2.00,78,33,2065-01-02,0.017367,896537,0,455647,1083407,2.00,4.71,2063-06-12,0.691530,316925,0,31.2935706,-101.9306862,DIAMONDBACK E&P LLC,27852.0000,74009.0000,35259.0000,128777143
42461390870000,DIAMONDBACK E&P LLC,NEAL F UNIT 8,0006LS,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-05-01,2017-12-01,111863.0000,198824.0000,217468.0000,528400.0000,1305.0000,1.0000,26,148,13945,19321.0000,71607,44743.0000,87831.0000,59382.0000,228642.0000,65001,90084,80015.0000,480.0000,275265,92009.0000,92182.0000,107373.0000,644.0000,311816.0000,,,,,,347.0000,762.0000,2842633.0000,474.0000,3984,602.0000,7094,63730,11508,143609,,,,2200.00,171.9340,560.00,5816.1990,455.2000,6617.9000,30926.0000,3,14683.0000,28,17165.0000,,103.0000,,8447.00000,15258.00000,,43.200000,2014-05-07,1,1,44,,,18510,2013-11-02,15407.00000,0.00000,6811.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,9,0,0,548,A,EL&RR RR CO,(N/A),P-440,OIL,2018-02-01,235569,-420942,-64.12,133974,-56616,-29.71,0.96,453,1,2058-03-11,0.869124,77486,0,363435,171454,1.56,2.98,2063-08-12,0.800610,205352,0,31.2933816,-101.9364225,DIAMONDBACK E&P LLC,50409.0000,8667.0000,89223.0000,128777152
42461390030000,DIAMONDBACK E&P LLC,KENDRA C UNIT,3H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-06-01,2017-12-01,531723.0000,115552.0000,204173.0000,240359.0000,1225.0000,1.0000,440,51,6993,9500.0000,22899,47296.0000,162631.0000,74401.0000,154875.0000,65015,207713,99634.0000,598.0000,178392,91274.0000,351838.0000,149914.0000,899.0000,208767.0000,,,,,,472.0000,1076.0000,3909645.0000,652.0000,1550,10780.0000,1795,14128,35090,24954,,,,2280.00,9243.4180,4600.00,108.1850,439.0000,143.8000,56260.0000,3,14641.0000,2,20200.0000,,121.0000,,9150.00000,16436.00000,,42.100000,2014-06-10,1,1,42,,,18532,2014-02-26,16596.00000,0.00000,7286.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,7,0,0,329,2,MK&TE RR CO,(N/A),P-440,OIL,2018-02-01,384389,-28853,-6.98,2869400,-138550,-4.61,2.00,72,4,2065-01-03,0.210567,270387,0,277278,1939079,1.49,2.27,2063-09-12,0.839227,163276,0,31.2935074,-101.9928826,DIAMONDBACK E&P LLC,18573.0000,171678.0000,21515.0000,128777172
42461393300000,CALLON PETROLEUM COMPANY,NEAL,611H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-08-01,2017-12-01,204942.0000,176643.0000,210800.0000,202060.0000,1265.0000,1.0000,123,66,7491,2503.0000,9416,75627.0000,71711.0000,87579.0000,92615.0000,107944,97453,124186.0000,745.0000,134792,141115.0000,138442.0000,164189.0000,985.0000,168342.0000,,,,,,655.0000,753.0000,4682133.0000,780.0000,2035,4759.0000,2075,29640,45603,23737,,,,1150.00,1886.9870,1160.00,529.9450,869.2000,427.6000,23830.0000,3,19644.0000,2,23411.0000,,140.0000,,9139.00000,16321.00000,,45.600000,2014-08-20,1,1,41,,,17203,2014-05-10,16410.00000,0.00000,7182.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,6,0,0,877,A,"EL&RR RR CO/ RANKIN, W T",(N/A),P-440,OIL,2018-02-01,300500,5027,1.70,420311,12431,3.05,0.86,719,1,2063-11-11,0.807192,119361,0,300500,420311,0.86,1.27,2063-11-11,0.807192,119361,0,31.2985536,-101.9226595,CALLON PETROLEUM OPERATING CO,23891.0000,45082.0000,24241.0000,128777663
42461390070000,DIAMONDBACK E&P LLC,CRYSTAL A UNIT,1H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-08-01,2017-12-01,206612.0000,108764.0000,143199.0000,86935.0000,859.0000,1.0000,277,57,11089,15770.0000,18044,34584.0000,44391.0000,41983.0000,51513.0000,53195,52832,62000.0000,372.0000,57146,79799.0000,71200.0000,91666.0000,550.0000,69029.0000,,,,,,233.0000,344.0000,1741600.0000,290.0000,1742,9578.0000,1112,22329,36997,12511,,,,1480.00,4935.4600,1900.00,202.6150,676.6000,181.9000,15770.0000,1,11089.0000,1,13717.0000,,82.0000,,9320.00000,14164.00000,,41.800000,2014-03-27,1,1,41,,,18567,2014-03-15,14307.00000,0.00000,4844.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,1,0,0,178,BG,GC&SF RR CO,(N/A),P-440,OIL,2018-02-01,261400,5074,1.98,933367,33052,3.67,2.00,84,2,2066-05-30,0.545034,154378,0,362235,1414321,2.00,3.76,2063-11-11,0.771894,255213,0,31.2787712,-101.9226358,DIAMONDBACK E&P LLC,21506.0000,106142.0000,13727.0000,128807370
42461389520000,CONCHO RESOURCES INC.,MARIE,32H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-04-01,2017-12-01,129476.0000,161215.0000,182794.0000,113894.0000,1097.0000,1.0000,59,58,12323,10472.0000,8962,62567.0000,40676.0000,69346.0000,49534.0000,90916,67853,102225.0000,613.0000,67212,122076.0000,92203.0000,137443.0000,825.0000,81539.0000,,,,,,429.0000,255.0000,2827806.0000,471.0000,1605,1590.0000,1106,22740,19102,22408,,,,590.00,1042.9800,800.00,958.7910,1683.2000,1009.4000,10472.0000,1,13294.0000,2,14610.0000,,88.0000,,9400.00000,14450.00000,,42.000000,2014-04-23,1,1,45,,,15836,2014-01-10,14560.00000,0.00000,5050.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,61,0,0,41,C,CCSD&RGNG RR CO,(N/A),P-440,OIL,2018-02-01,319625,-7386,-2.26,303294,-10179,-3.25,1.15,437,2,2063-07-13,0.747110,164738,0,319625,303294,1.15,2.18,2063-07-13,0.747110,164738,0,31.4462160,-102.0510872,COG OPERATING LLC,21289.0000,22204.0000,14979.0000,128807601
42461391020000,CONCHO RESOURCES INC.,ENDICOTT,818H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-02-01,2017-12-01,198576.0000,113354.0000,146450.0000,151770.0000,879.0000,1.0000,73,42,585,0.0000,1060,35616.0000,53719.0000,44569.0000,62380.0000,55424,83358,69317.0000,416.0000,90342,81342.0000,139144.0000,104533.0000,627.0000,111755.0000,,,,,,428.0000,516.0000,3085290.0000,514.0000,1718,3331.0000,2115,18936,38134,23279,,,,1210.00,1730.2610,1750.00,577.9480,829.6000,515.8000,16000.0000,1,13274.0000,2,15941.0000,2,96.0000,2,8960.00000,14020.00000,,44.700000,2014-02-13,1,1,47,,,16340,2013-12-19,14095.00000,0.00000,5060.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,54,0,0,1525,Y,"TC RR CO / TAYLOR, W T",(N/A),P-440,OIL,2018-02-01,340337,1123,0.33,588386,199,0.03,1.94,113,3,2064-01-10,0.425678,228579,0,321415,555856,1.74,3.08,2063-05-15,0.808298,209657,0,31.3380052,-101.9403727,COG OPERATING LLC,14970.0000,25902.0000,19231.0000,128807871
42461390110000,DIAMONDBACK E&P LLC,CRYSTAL C UNIT,3H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-08-01,2017-12-01,152333.0000,89210.0000,114599.0000,116287.0000,688.0000,1.0000,170,38,9744,19847.0000,20340,34338.0000,49448.0000,42579.0000,66760.0000,48808,56600,58241.0000,349.0000,74524,68883.0000,69413.0000,80452.0000,483.0000,88838.0000,,,,,,227.0000,379.0000,1740800.0000,290.0000,1060,6779.0000,1672,16863,24356,14902,,,,1670.00,4608.3110,1710.00,216.9990,599.3000,156.4000,19847.0000,1,9744.0000,1,13052.0000,,78.0000,,9285.00000,14152.00000,,39.800000,2014-07-31,1,1,41,,,18622,2014-04-12,14297.00000,0.00000,4867.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,1,0,0,178,BG,C & M RR CO,(N/A),P-440,OIL,2018-02-01,162162,63711,64.71,467211,281946,152.19,2.00,73,1,2063-11-11,0.737280,74012,0,233908,779024,1.45,2.04,2063-11-11,0.782342,145758,0,31.2787739,-101.9228580,DIAMONDBACK E&P LLC,13669.0000,62991.0000,21565.0000,128892731
42461391300000,CONCHO RESOURCES INC.,MARIE,31H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-03-01,2017-12-01,102050.0000,130775.0000,147783.0000,114219.0000,887.0000,1.0000,52,49,170,0.0000,136,45553.0000,28260.0000,50263.0000,44555.0000,69982,48044,77989.0000,468.0000,65331,97802.0000,69377.0000,109365.0000,656.0000,80413.0000,,,,,,336.0000,270.0000,2284667.0000,381.0000,1351,1455.0000,1156,18689,15835,22740,,,,800.00,1112.0100,780.00,899.2730,1244.3000,928.5000,8096.0000,1,10869.0000,3,11887.0000,3,71.0000,3,9414.00000,14488.00000,,74.000000,2014-03-28,1,1,46,,,15836,2014-01-14,14552.00000,0.00000,5074.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,61,0,0,41,C,CCSD&RGNG RR CO,(N/A),P-440,OIL,2018-02-01,306503,-1742,-0.57,263771,-6875,-2.54,1.36,357,2,2063-06-12,0.743905,176836,0,306503,263771,1.36,2.49,2063-06-12,0.743905,176836,0,31.4442216,-102.0593144,COG OPERATING LLC,17802.0000,19796.0000,15534.0000,128892744
42461392280000,CONCHO RESOURCES INC.,MANN5 UNIT,19H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-05-01,2017-12-01,224354.0000,106189.0000,143581.0000,85392.0000,861.0000,1.0000,165,38,10552,9439.0000,13432,38735.0000,43657.0000,46011.0000,49308.0000,56434,79660,69711.0000,418.0000,64318,80793.0000,135561.0000,103387.0000,620.0000,76107.0000,,,,,,297.0000,415.0000,2197267.0000,366.0000,1274,8513.0000,566,18538,43191,5027,,,,1400.00,4550.1410,2110.00,219.7730,716.5000,149.7000,12440.0000,2,10552.0000,1,12125.0000,,73.0000,,8861.00000,13930.00000,,43.800000,2014-05-07,1,1,44,,,18620,2014-02-07,14016.00000,0.00000,5069.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,55,0,0,378,Y,TC RR CO,(N/A),P-440,OIL,2018-02-01,262848,178,0.07,860727,80589,10.33,1.38,347,2,2063-08-12,0.766294,157933,0,262848,860727,1.38,2.25,2063-08-12,0.766294,157933,0,31.3266393,-101.9918444,COG OPERATING LLC,13851.0000,63024.0000,6154.0000,128892756
42461393330000,PIONEER NATURAL RESOURCES COMPANY,XBC GIDDINGS ESTATE,3100H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-06-01,2017-12-01,199202.0000,133132.0000,166332.0000,306122.0000,998.0000,1.0000,84,44,7960,13969.0000,26536,58244.0000,89006.0000,73078.0000,169043.0000,80983,119235,100856.0000,605.0000,221433,106542.0000,153179.0000,132072.0000,792.0000,267522.0000,,,,,,614.0000,1058.0000,4740548.0000,790.0000,1152,2347.0000,1754,19233,26773,26340,,,,1720.00,1904.4820,1500.00,525.0770,580.0000,490.8000,32801.0000,2,19026.0000,2,24493.0000,,147.0000,,9313.00000,16635.00000,,42.200000,2014-06-22,1,1,43,,,16349,2014-03-29,16821.00000,0.00000,7322.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,,0,0,544,,THROCKMORTON CSL LEAGUE 3,(N/A),P-440,OIL,2018-02-01,248713,-24386,-7.75,410020,45607,9.67,1.18,657,2,2063-09-12,0.872373,119729,0,248713,410020,1.18,1.55,2063-09-12,0.872373,119729,0,31.4657513,-101.9877632,"PIONEER NATURAL RES. USA, INC.",16154.0000,30765.0000,23721.0000,128892767
42461390390000,DIAMONDBACK E&P LLC,CHARLOTTE C UNIT,3H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-09-01,2017-12-01,1015499.0000,201480.0000,370730.0000,288000.0000,2224.0000,2.0000,770,83,787,825.0000,3156,73710.0000,160421.0000,100447.0000,227466.0000,114040,329719,168993.0000,1014.0000,241339,161339.0000,647676.0000,269285.0000,1616.0000,263692.0000,,,,,,655.0000,821.0000,4750710.0000,792.0000,1764,12363.0000,1105,40430,286812,22114,,,,1250.00,9743.7500,5040.00,102.6300,798.1000,142.7000,56353.0000,4,20305.0000,2,25381.0000,,152.0000,,9180.00000,19360.00000,,42.500000,2014-05-17,1,1,40,,,18660,2014-04-28,19504.00000,0.00000,10180.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,7,0,0,329,2,MK&TE RR CO,(N/A),P-440,OIL,2018-02-01,496083,72,0.01,3798369,61717,1.65,1.28,668,4,2063-12-12,0.755106,296367,0,496083,3798369,1.28,3.90,2063-12-12,0.755106,296367,0,31.2934279,-101.9854494,DIAMONDBACK E&P LLC,29678.0000,289175.0000,18585.0000,128921281
42461392600000,CONCHO RESOURCES INC.,"NEAL RANCH ""47""",32H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-09-01,2017-12-01,401790.0000,238560.0000,305525.0000,238081.0000,1833.0000,2.0000,160,105,6724,0.0000,9783,82073.0000,102970.0000,99235.0000,106756.0000,125001,185464,155912.0000,935.0000,143489,185211.0000,315826.0000,237849.0000,1427.0000,199305.0000,,,,,,702.0000,585.0000,4796000.0000,799.0000,2184,2910.0000,1444,52886,108145,50033,,,,830.00,1523.9740,1680.00,656.1790,1200.7000,750.5000,25708.0000,2,21759.0000,2,24779.0000,2,149.0000,2,9658.00000,14710.00000,,4.200000,2014-09-27,1,1,40,,,17275,2014-04-14,14843.00000,,5052.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,96,0,0,1381,D,"CCSD&RGNG RR CO / BRUNSON, W W",(N/A),P-440,OIL,2018-02-01,597915,-5566,-0.92,1054932,-41457,-3.78,1.33,716,5,2063-12-12,0.736615,367900,0,597915,1054932,1.33,5.00,2063-12-12,0.736615,367900,0,31.4902189,-102.1186703,COG OPERATING LLC,37582.0000,57274.0000,24945.0000,128963891
42461393020000,CONCHO RESOURCES INC.,AMACKER,8421H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-08-01,2017-12-01,1231679.0000,245472.0000,450752.0000,109502.0000,2705.0000,3.0000,809,72,2617,0.0000,2134,98264.0000,156169.0000,124292.0000,75696.0000,154236,392701,219686.0000,1318.0000,87527,206666.0000,811109.0000,341851.0000,2051.0000,99744.0000,,,,,,657.0000,423.0000,4361533.0000,727.0000,1877,23634.0000,454,37924,357558,10002,,,,640.00,11569.0820,5020.00,86.4370,1553.7000,79.4000,42409.0000,4,25165.0000,3,29815.0000,3,179.0000,3,9381.00000,14475.00000,,45.800000,2014-08-20,1,1,41,,,15525,2014-05-21,14584.00000,0.00000,5094.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,83,0,0,52,D,CCSD&RGNG RR CO,(N/A),P-440,OIL,2018-02-01,382628,110,0.03,2711690,184125,7.28,0.78,827,1,2063-11-11,0.778977,138208,0,382628,2711690,0.78,1.34,2063-11-11,0.778977,138208,0,31.3978071,-102.0688015,COG OPERATING LLC,25506.0000,295081.0000,6329.0000,128963894
42461393160000,CONCHO RESOURCES INC.,AMACKER,8418H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-08-01,2017-12-01,906675.0000,160939.0000,312052.0000,92084.0000,1872.0000,2.0000,613,47,1715,0.0000,1794,64424.0000,105222.0000,81961.0000,63653.0000,101123,273249,146664.0000,880.0000,73602,135495.0000,587407.0000,233396.0000,1400.0000,83879.0000,,,,,,430.0000,285.0000,2867333.0000,478.0000,1232,17818.0000,382,24865,271178,8416,,,,660.00,13378.0420,5630.00,74.7490,1511.7000,69.1000,29636.0000,9,16499.0000,3,19632.0000,3,118.0000,3,9364.00000,14405.00000,,45.800000,2014-08-21,1,1,41,,,15525,2014-05-09,14525.00000,0.00000,5041.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,83,0,0,52,D,CCSD&RGNG RR CO,(N/A),P-440,OIL,2018-02-01,248543,4020,1.64,1809744,146748,8.82,0.78,542,1,2060-11-26,0.779393,88447,0,248543,1809744,0.78,1.00,2060-11-26,0.779393,88447,0,31.3963997,-102.0746483,COG OPERATING LLC,16723.0000,223721.0000,5320.0000,128963900
42461393880000,CONCHO RESOURCES INC.,HASEL A UNIT,1101H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-09-01,2017-12-01,281083.0000,150128.0000,196975.0000,185935.0000,1182.0000,1.0000,72,69,13599,13128.0000,16842,55358.0000,95507.0000,71276.0000,68560.0000,81858,180693,111973.0000,672.0000,101381,115869.0000,245294.0000,156751.0000,941.0000,143504.0000,,,,,,453.0000,794.0000,3512871.0000,585.0000,2246,3894.0000,2782,30369,35352,37613,,,,1750.00,1043.9320,1870.00,957.9170,570.3000,576.8000,24629.0000,2,14045.0000,2,18150.0000,,109.0000,,9215.00000,14222.00000,,44.400000,2014-09-05,1,1,40,,,18707,2014-05-30,14368.00000,0.00000,5007.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,12,0,0,829,A,"G RR CO/MONTGOMERY, G",(N/A),P-440,OIL,2018-02-01,435293,1713,0.40,561492,8190,1.48,1.66,462,4,2063-12-12,0.756309,287411,0,435293,561492,1.66,4.10,2063-12-12,0.756309,287411,0,31.2916709,-101.9483550,COG OPERATING LLC,24902.0000,25996.0000,30842.0000,128963912
42461393600000,PIONEER NATURAL RESOURCES COMPANY,"UNIVERSITY ""3-14""",12H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-10-01,2017-12-01,141506.0000,101510.0000,125094.0000,217844.0000,751.0000,1.0000,76,40,3158,1853.0000,6892,43032.0000,54814.0000,52168.0000,105364.0000,61002,73798,73302.0000,440.0000,143706,82814.0000,106157.0000,100507.0000,603.0000,184958.0000,,,,,,407.0000,418.0000,2860933.0000,477.0000,1095,1990.0000,1954,19819,31077,34030,,,,1030.00,1937.3640,1390.00,516.1650,974.2000,550.3000,16096.0000,3,12215.0000,2,14305.0000,,86.0000,,8772.00000,16934.00000,,41.200000,2014-10-27,1,1,39,,,16524,2014-07-23,17071.00000,0.00000,8162.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,11,0,0,,3,UL,(N/A),P-440,OIL,2018-02-01,234394,-10035,-4.11,430749,-9820,-2.23,1.40,402,2,2064-01-11,0.828745,137230,0,234394,430749,1.40,1.85,2064-01-11,0.828745,137230,0,31.2815568,-101.8460041,"PIONEER NATURAL RES. USA, INC.",14257.0000,27621.0000,25413.0000,128991731
42461393640000,PIONEER NATURAL RESOURCES COMPANY,"UNIVERSITY ""3-14""",16H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-11-01,2017-12-01,146229.0000,91800.0000,116171.0000,86041.0000,697.0000,1.0000,81,33,11782,12834.0000,13194,42627.0000,58372.0000,52356.0000,44693.0000,58810,77851,71785.0000,431.0000,59896,77546.0000,111516.0000,96132.0000,577.0000,75118.0000,,,,,,324.0000,531.0000,2475871.0000,413.0000,878,2114.0000,675,17522,32943,13236,,,,1640.00,2497.7010,1590.00,400.3680,609.7000,415.3000,16476.0000,2,11782.0000,1,13921.0000,,84.0000,,8765.00000,15932.00000,,41.700000,2014-11-03,1,1,38,,,16524,2014-07-28,16062.00000,0.00000,7167.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,11,0,0,,3,UNIVERSITY LANDS,(N/A),P-440,OIL,2018-02-01,206033,6824,3.43,386762,9262,2.45,1.26,387,2,2064-02-11,0.826742,115117,0,206033,386762,1.26,1.52,2064-02-11,0.826742,115117,0,31.2829064,-101.8425113,"PIONEER NATURAL RES. USA, INC.",11744.0000,29333.0000,9076.0000,128991732
42461393610000,PIONEER NATURAL RESOURCES COMPANY,"UNIVERSITY ""3-14""",13H,COM,UPTON (TX),TREND AREA,OIL,ACTIVE,H,2014-10-01,2017-12-01,297306.0000,107242.0000,156793.0000,99316.0000,941.0000,1.0000,124,41,3370,1891.0000,3060,45878.0000,67755.0000,57171.0000,46831.0000,64889,155314,90775.0000,545.0000,64225,87776.0000,239118.0000,127629.0000,766.0000,83481.0000,,,,,,435.0000,426.0000,3033333.0000,506.0000,1137,3019.0000,952,20749,65081,16032,,,,980.00,2994.1350,2770.00,333.9860,1019.2000,376.6000,19686.0000,12,13035.0000,2,15167.0000,,91.0000,,8870.00000,16650.00000,,40.700000,2014-10-31,1,1,39,,,16524,2014-08-14,16734.00000,0.00000,7780.00,SPRABERRY,TX,07C,PERMIAN BASIN,USA,11,0,0,,3,UNIVERSITY LANDS,(N/A),P-440,OIL,2018-02-01,273792,-8313,-2.95,708128,-22631,-3.10,1.50,429,2,2064-01-11,0.822517,167727,0,273792,708128,1.50,2.33,2064-01-11,0.822517,167727,0,31.2815488,-101.8459085,"PIONEER NATURAL RES. USA, INC.",14833.0000,44412.0000,12273.0000,128991783
